report_date,week_end_date,geography_type,geography_name,vdh_health_region,facility_type,count_of_cli_visits,percent_of_cli_visits,st_date
2023-04-18,2022-08-06,Health District,Alexandria,Northern Region,Urgent Care,28,14,2022-07-31
2023-04-18,2022-08-13,Health District,Alexandria,Northern Region,Urgent Care,28,14,2022-08-07
2023-04-18,2022-08-20,Health District,Alexandria,Northern Region,Urgent Care,36,15,2022-08-14
2023-04-18,2022-08-27,Health District,Alexandria,Northern Region,Urgent Care,20,9,2022-08-21
2023-04-18,2022-09-03,Health District,Alexandria,Northern Region,Urgent Care,31,14,2022-08-28
2023-04-18,2022-09-10,Health District,Alexandria,Northern Region,Urgent Care,28,12,2022-09-04
2023-04-18,2022-09-17,Health District,Alexandria,Northern Region,Urgent Care,26,12,2022-09-11
2023-04-18,2022-09-24,Health District,Alexandria,Northern Region,Urgent Care,32,16,2022-09-18
2023-04-18,2022-10-01,Health District,Alexandria,Northern Region,Urgent Care,28,13,2022-09-25
2023-04-18,2022-10-08,Health District,Alexandria,Northern Region,Urgent Care,18,10,2022-10-02
2023-04-18,2022-10-15,Health District,Alexandria,Northern Region,Urgent Care,32,16,2022-10-09
2023-04-18,2022-10-22,Health District,Alexandria,Northern Region,Urgent Care,33,18,2022-10-16
2023-04-18,2022-10-29,Health District,Alexandria,Northern Region,Urgent Care,24,12,2022-10-23
2023-04-18,2022-11-05,Health District,Alexandria,Northern Region,Urgent Care,47,22,2022-10-30
2023-04-18,2022-11-12,Health District,Alexandria,Northern Region,Urgent Care,29,15,2022-11-06
2023-04-18,2022-11-19,Health District,Alexandria,Northern Region,Urgent Care,48,21,2022-11-13
2023-04-18,2022-11-26,Health District,Alexandria,Northern Region,Urgent Care,33,18,2022-11-20
2023-04-18,2022-12-03,Health District,Alexandria,Northern Region,Urgent Care,28,15,2022-11-27
2023-04-18,2022-12-10,Health District,Alexandria,Northern Region,Urgent Care,43,22,2022-12-04
2023-04-18,2022-12-17,Health District,Alexandria,Northern Region,Urgent Care,47,22,2022-12-11
2023-04-18,2022-12-24,Health District,Alexandria,Northern Region,Urgent Care,46,25,2022-12-18
2023-04-18,2022-12-31,Health District,Alexandria,Northern Region,Urgent Care,41,22,2022-12-25
2023-04-18,2023-01-07,Health District,Alexandria,Northern Region,Urgent Care,41,21,2023-01-01
2023-04-18,2023-01-14,Health District,Alexandria,Northern Region,Urgent Care,36,16,2023-01-08
2023-04-18,2023-01-21,Health District,Alexandria,Northern Region,Urgent Care,25,13,2023-01-15
2023-04-18,2023-01-28,Health District,Alexandria,Northern Region,Urgent Care,29,14,2023-01-22
2023-04-18,2023-02-04,Health District,Alexandria,Northern Region,Urgent Care,28,16,2023-01-29
2023-04-18,2023-02-11,Health District,Alexandria,Northern Region,Urgent Care,29,14,2023-02-05
2023-04-18,2023-02-18,Health District,Alexandria,Northern Region,Urgent Care,31,15,2023-02-12
2023-04-18,2023-02-25,Health District,Alexandria,Northern Region,Urgent Care,26,12,2023-02-19
2023-04-18,2023-03-04,Health District,Alexandria,Northern Region,Urgent Care,21,10,2023-02-26
2023-04-18,2023-03-11,Health District,Alexandria,Northern Region,Urgent Care,32,15,2023-03-05
2023-04-18,2023-03-18,Health District,Alexandria,Northern Region,Urgent Care,27,14,2023-03-12
2023-04-18,2023-03-25,Health District,Alexandria,Northern Region,Urgent Care,21,11,2023-03-19
2023-04-18,2023-04-01,Health District,Alexandria,Northern Region,Urgent Care,28,14,2023-03-26
2023-04-18,2023-04-08,Health District,Alexandria,Northern Region,Urgent Care,21,10,2023-04-02
2023-04-18,2023-04-15,Health District,Alexandria,Northern Region,Urgent Care,18,9,2023-04-09
2023-04-18,2020-03-07,Health District,Alleghany,Southwest Region,Emergency Department,67,5,2020-03-01
2023-04-18,2020-03-14,Health District,Alleghany,Southwest Region,Emergency Department,100,7,2020-03-08
2023-04-18,2020-03-21,Health District,Alleghany,Southwest Region,Emergency Department,108,10,2020-03-15
2023-04-18,2020-03-28,Health District,Alleghany,Southwest Region,Emergency Department,114,13,2020-03-22
2023-04-18,2020-04-04,Health District,Alleghany,Southwest Region,Emergency Department,73,10,2020-03-29
2023-04-18,2020-04-11,Health District,Alleghany,Southwest Region,Emergency Department,56,7,2020-04-05
2023-04-18,2020-04-18,Health District,Alleghany,Southwest Region,Emergency Department,54,7,2020-04-12
2023-04-18,2020-04-25,Health District,Alleghany,Southwest Region,Emergency Department,69,9,2020-04-19
2023-04-18,2020-05-02,Health District,Alleghany,Southwest Region,Emergency Department,59,7,2020-04-26
2023-04-18,2020-05-09,Health District,Alleghany,Southwest Region,Emergency Department,78,9,2020-05-03
2023-04-18,2020-05-16,Health District,Alleghany,Southwest Region,Emergency Department,42,5,2020-05-10
2023-04-18,2020-05-23,Health District,Alleghany,Southwest Region,Emergency Department,41,4,2020-05-17
2023-04-18,2020-05-30,Health District,Alleghany,Southwest Region,Emergency Department,42,4,2020-05-24
2023-04-18,2020-06-06,Health District,Alleghany,Southwest Region,Emergency Department,63,6,2020-05-31
2023-04-18,2020-06-13,Health District,Alleghany,Southwest Region,Emergency Department,49,4,2020-06-07
2023-04-18,2020-06-20,Health District,Alleghany,Southwest Region,Emergency Department,53,5,2020-06-14
2023-04-18,2020-06-27,Health District,Alleghany,Southwest Region,Emergency Department,82,7,2020-06-21
2023-04-18,2020-07-04,Health District,Alleghany,Southwest Region,Emergency Department,73,6,2020-06-28
2023-04-18,2020-07-11,Health District,Alleghany,Southwest Region,Emergency Department,79,7,2020-07-05
2023-04-18,2020-07-18,Health District,Alleghany,Southwest Region,Emergency Department,77,7,2020-07-12
2023-04-18,2020-07-25,Health District,Alleghany,Southwest Region,Emergency Department,72,6,2020-07-19
2023-04-18,2020-08-01,Health District,Alleghany,Southwest Region,Emergency Department,61,5,2020-07-26
2023-04-18,2020-08-08,Health District,Alleghany,Southwest Region,Emergency Department,71,6,2020-08-02
2023-04-18,2020-08-15,Health District,Alleghany,Southwest Region,Emergency Department,77,7,2020-08-09
2023-04-18,2020-08-22,Health District,Alleghany,Southwest Region,Emergency Department,61,5,2020-08-16
2023-04-18,2020-08-29,Health District,Alleghany,Southwest Region,Emergency Department,45,4,2020-08-23
2023-04-18,2020-09-05,Health District,Alleghany,Southwest Region,Emergency Department,60,5,2020-08-30
2023-04-18,2020-09-12,Health District,Alleghany,Southwest Region,Emergency Department,65,6,2020-09-06
2023-04-18,2020-09-19,Health District,Alleghany,Southwest Region,Emergency Department,59,5,2020-09-13
2023-04-18,2020-09-26,Health District,Alleghany,Southwest Region,Emergency Department,73,6,2020-09-20
2023-04-18,2020-10-03,Health District,Alleghany,Southwest Region,Emergency Department,97,8,2020-09-27
2023-04-18,2020-10-10,Health District,Alleghany,Southwest Region,Emergency Department,120,10,2020-10-04
2023-04-18,2020-10-17,Health District,Alleghany,Southwest Region,Emergency Department,96,8,2020-10-11
2023-04-18,2020-10-24,Health District,Alleghany,Southwest Region,Emergency Department,145,12,2020-10-18
2023-04-18,2020-10-31,Health District,Alleghany,Southwest Region,Emergency Department,146,12,2020-10-25
2023-04-18,2020-11-07,Health District,Alleghany,Southwest Region,Emergency Department,138,11,2020-11-01
2023-04-18,2020-11-14,Health District,Alleghany,Southwest Region,Emergency Department,175,14,2020-11-08
2023-04-18,2020-11-21,Health District,Alleghany,Southwest Region,Emergency Department,148,13,2020-11-15
2023-04-18,2020-11-28,Health District,Alleghany,Southwest Region,Emergency Department,151,13,2020-11-22
2023-04-18,2020-12-05,Health District,Alleghany,Southwest Region,Emergency Department,152,12,2020-11-29
2023-04-18,2020-12-12,Health District,Alleghany,Southwest Region,Emergency Department,174,14,2020-12-06
2023-04-18,2020-12-19,Health District,Alleghany,Southwest Region,Emergency Department,209,18,2020-12-13
2023-04-18,2020-12-26,Health District,Alleghany,Southwest Region,Emergency Department,193,17,2020-12-20
2023-04-18,2021-01-02,Health District,Alleghany,Southwest Region,Emergency Department,259,19,2020-12-27
2023-04-18,2021-01-09,Health District,Alleghany,Southwest Region,Emergency Department,298,22,2021-01-03
2023-04-18,2021-01-16,Health District,Alleghany,Southwest Region,Emergency Department,216,18,2021-01-10
2023-04-18,2021-01-23,Health District,Alleghany,Southwest Region,Emergency Department,231,18,2021-01-17
2023-04-18,2021-01-30,Health District,Alleghany,Southwest Region,Emergency Department,198,18,2021-01-24
2023-04-18,2021-02-06,Health District,Alleghany,Southwest Region,Emergency Department,162,14,2021-01-31
2023-04-18,2021-02-13,Health District,Alleghany,Southwest Region,Emergency Department,145,12,2021-02-07
2023-04-18,2021-02-20,Health District,Alleghany,Southwest Region,Emergency Department,122,11,2021-02-14
2023-04-18,2021-02-27,Health District,Alleghany,Southwest Region,Emergency Department,100,8,2021-02-21
2023-04-18,2021-03-06,Health District,Alleghany,Southwest Region,Emergency Department,123,10,2021-02-28
2023-04-18,2021-03-13,Health District,Alleghany,Southwest Region,Emergency Department,127,10,2021-03-07
2023-04-18,2021-03-20,Health District,Alleghany,Southwest Region,Emergency Department,147,11,2021-03-14
2023-04-18,2021-03-27,Health District,Alleghany,Southwest Region,Emergency Department,144,10,2021-03-21
2023-04-18,2021-04-03,Health District,Alleghany,Southwest Region,Emergency Department,138,11,2021-03-28
2023-04-18,2021-04-10,Health District,Alleghany,Southwest Region,Emergency Department,138,10,2021-04-04
2023-04-18,2021-04-17,Health District,Alleghany,Southwest Region,Emergency Department,124,9,2021-04-11
2023-04-18,2021-04-24,Health District,Alleghany,Southwest Region,Emergency Department,165,12,2021-04-18
2023-04-18,2021-05-01,Health District,Alleghany,Southwest Region,Emergency Department,138,10,2021-04-25
2023-04-18,2021-05-08,Health District,Alleghany,Southwest Region,Emergency Department,131,9,2021-05-02
2023-04-18,2021-05-15,Health District,Alleghany,Southwest Region,Emergency Department,134,9,2021-05-09
2023-04-18,2021-05-22,Health District,Alleghany,Southwest Region,Emergency Department,143,10,2021-05-16
2023-04-18,2021-05-29,Health District,Alleghany,Southwest Region,Emergency Department,144,10,2021-05-23
2023-04-18,2021-06-05,Health District,Alleghany,Southwest Region,Emergency Department,102,7,2021-05-30
2023-04-18,2021-06-12,Health District,Alleghany,Southwest Region,Emergency Department,111,8,2021-06-06
2023-04-18,2021-06-19,Health District,Alleghany,Southwest Region,Emergency Department,106,7,2021-06-13
2023-04-18,2021-06-26,Health District,Alleghany,Southwest Region,Emergency Department,120,8,2021-06-20
2023-04-18,2021-07-03,Health District,Alleghany,Southwest Region,Emergency Department,116,8,2021-06-27
2023-04-18,2021-07-10,Health District,Alleghany,Southwest Region,Emergency Department,98,7,2021-07-04
2023-04-18,2021-07-17,Health District,Alleghany,Southwest Region,Emergency Department,100,7,2021-07-11
2023-04-18,2021-07-24,Health District,Alleghany,Southwest Region,Emergency Department,118,8,2021-07-18
2023-04-18,2021-07-31,Health District,Alleghany,Southwest Region,Emergency Department,139,9,2021-07-25
2023-04-18,2021-08-07,Health District,Alleghany,Southwest Region,Emergency Department,167,12,2021-08-01
2023-04-18,2021-08-14,Health District,Alleghany,Southwest Region,Emergency Department,221,15,2021-08-08
2023-04-18,2021-08-21,Health District,Alleghany,Southwest Region,Emergency Department,260,17,2021-08-15
2023-04-18,2021-08-28,Health District,Alleghany,Southwest Region,Emergency Department,314,21,2021-08-22
2023-04-18,2021-09-04,Health District,Alleghany,Southwest Region,Emergency Department,366,24,2021-08-29
2023-04-18,2021-09-11,Health District,Alleghany,Southwest Region,Emergency Department,426,26,2021-09-05
2023-04-18,2021-09-18,Health District,Alleghany,Southwest Region,Emergency Department,444,27,2021-09-12
2023-04-18,2021-09-25,Health District,Alleghany,Southwest Region,Emergency Department,383,25,2021-09-19
2023-04-18,2021-10-02,Health District,Alleghany,Southwest Region,Emergency Department,349,23,2021-09-26
2023-04-18,2021-10-09,Health District,Alleghany,Southwest Region,Emergency Department,346,22,2021-10-03
2023-04-18,2021-10-16,Health District,Alleghany,Southwest Region,Emergency Department,295,21,2021-10-10
2023-04-18,2021-10-23,Health District,Alleghany,Southwest Region,Emergency Department,222,16,2021-10-17
2023-04-18,2021-10-30,Health District,Alleghany,Southwest Region,Emergency Department,215,16,2021-10-24
2023-04-18,2021-11-06,Health District,Alleghany,Southwest Region,Emergency Department,221,17,2021-10-31
2023-04-18,2021-11-13,Health District,Alleghany,Southwest Region,Emergency Department,254,18,2021-11-07
2023-04-18,2021-11-20,Health District,Alleghany,Southwest Region,Emergency Department,232,17,2021-11-14
2023-04-18,2021-11-27,Health District,Alleghany,Southwest Region,Emergency Department,248,19,2021-11-21
2023-04-18,2021-12-04,Health District,Alleghany,Southwest Region,Emergency Department,293,21,2021-11-28
2023-04-18,2021-12-11,Health District,Alleghany,Southwest Region,Emergency Department,342,22,2021-12-05
2023-04-18,2021-12-18,Health District,Alleghany,Southwest Region,Emergency Department,341,23,2021-12-12
2023-04-18,2021-12-25,Health District,Alleghany,Southwest Region,Emergency Department,352,24,2021-12-19
2023-04-18,2022-01-01,Health District,Alleghany,Southwest Region,Emergency Department,448,29,2021-12-26
2023-04-18,2022-01-08,Health District,Alleghany,Southwest Region,Emergency Department,498,33,2022-01-02
2023-04-18,2022-01-15,Health District,Alleghany,Southwest Region,Emergency Department,518,34,2022-01-09
2023-04-18,2022-01-22,Health District,Alleghany,Southwest Region,Emergency Department,362,29,2022-01-16
2023-04-18,2022-01-29,Health District,Alleghany,Southwest Region,Emergency Department,343,26,2022-01-23
2023-04-18,2022-02-05,Health District,Alleghany,Southwest Region,Emergency Department,243,19,2022-01-30
2023-04-18,2022-02-12,Health District,Alleghany,Southwest Region,Emergency Department,213,16,2022-02-06
2023-04-18,2022-02-19,Health District,Alleghany,Southwest Region,Emergency Department,178,14,2022-02-13
2023-04-18,2022-02-26,Health District,Alleghany,Southwest Region,Emergency Department,149,11,2022-02-20
2023-04-18,2022-03-05,Health District,Alleghany,Southwest Region,Emergency Department,153,11,2022-02-27
2023-04-18,2022-03-12,Health District,Alleghany,Southwest Region,Emergency Department,154,11,2022-03-06
2023-04-18,2022-03-19,Health District,Alleghany,Southwest Region,Emergency Department,134,10,2022-03-13
2023-04-18,2022-03-26,Health District,Alleghany,Southwest Region,Emergency Department,145,10,2022-03-20
2023-04-18,2022-04-02,Health District,Alleghany,Southwest Region,Emergency Department,134,10,2022-03-27
2023-04-18,2022-04-09,Health District,Alleghany,Southwest Region,Emergency Department,130,9,2022-04-03
2023-04-18,2022-04-16,Health District,Alleghany,Southwest Region,Emergency Department,107,7,2022-04-10
2023-04-18,2022-04-23,Health District,Alleghany,Southwest Region,Emergency Department,141,9,2022-04-17
2023-04-18,2022-04-30,Health District,Alleghany,Southwest Region,Emergency Department,138,10,2022-04-24
2023-04-18,2022-05-07,Health District,Alleghany,Southwest Region,Emergency Department,147,10,2022-05-01
2023-04-18,2022-05-14,Health District,Alleghany,Southwest Region,Emergency Department,158,11,2022-05-08
2023-04-18,2022-05-21,Health District,Alleghany,Southwest Region,Emergency Department,238,15,2022-05-15
2023-04-18,2022-05-28,Health District,Alleghany,Southwest Region,Emergency Department,203,13,2022-05-22
2023-04-18,2022-06-04,Health District,Alleghany,Southwest Region,Emergency Department,205,13,2022-05-29
2023-04-18,2022-06-11,Health District,Alleghany,Southwest Region,Emergency Department,188,13,2022-06-05
2023-04-18,2022-06-18,Health District,Alleghany,Southwest Region,Emergency Department,210,14,2022-06-12
2023-04-18,2022-06-25,Health District,Alleghany,Southwest Region,Emergency Department,207,13,2022-06-19
2023-04-18,2022-07-02,Health District,Alleghany,Southwest Region,Emergency Department,196,13,2022-06-26
2023-04-18,2022-07-09,Health District,Alleghany,Southwest Region,Emergency Department,212,14,2022-07-03
2023-04-18,2022-07-16,Health District,Alleghany,Southwest Region,Emergency Department,237,16,2022-07-10
2023-04-18,2022-07-23,Health District,Alleghany,Southwest Region,Emergency Department,249,16,2022-07-17
